Position(mm),Force(kgf),Velocity(mm/s),Time(s)
27.668,0,100.089,0.218
27.668,0,100.089,0.218
27.768,0,100.083,0.219
27.768,0,100.083,0.219
27.868,0,100.072,0.22
27.868,0,100.072,0.22
27.968,0,100.067,0.22
27.968,0,100.067,0.22
28.068,0,100.056,0.221
28.068,0,100.056,0.221
28.168,0,100.05,0.222
28.168,0,100.05,0.222
28.268,0,100.044,0.223
28.268,0,100.044,0.223
28.368,0,100.039,0.224
28.368,0,100.039,0.224
28.468,0,100.033,0.226
28.468,0,100.033,0.226
28.568,0,100.028,0.227
28.568,0,100.028,0.227
28.668,0,100.022,0.228
28.668,0,100.022,0.228
28.768,0,100.022,0.229
28.768,0,100.022,0.229
28.868,0,100.017,0.23
28.868,0,100.017,0.23
28.968,0,100.017,0.23
28.968,0,100.017,0.23
29.068,0,100.017,0.231
29.068,0,100.017,0.231
29.168,0,100.017,0.232
29.168,0,100.017,0.232
29.268,0,100.022,0.233
29.268,0,100.022,0.233
29.368,0,100.022,0.234
29.368,0,100.022,0.234
29.468,0,100.022,0.236
29.468,0,100.022,0.236
29.568,0,100.028,0.237
29.568,0,100.028,0.237
29.668,0,100.028,0.238
29.668,0,100.028,0.238
29.768,0,100.028,0.239
29.768,0,100.028,0.239
29.868,0,100.028,0.24
29.868,0,100.028,0.24
29.968,0,100.033,0.24
29.968,0,100.033,0.24
30.068,0,100.033,0.241
30.068,0,100.033,0.241
30.168,0,100.033,0.242
30.168,0,100.033,0.242
30.269,0,100.033,0.243
30.269,0,100.033,0.243
30.369,0,100.039,0.244
30.369,0,100.039,0.244
30.469,0,100.039,0.246
30.469,0,100.039,0.246
30.569,0,100.039,0.247
30.569,0,100.039,0.247
30.669,0,100.039,0.248
30.669,0,100.039,0.248
30.769,0,100.044,0.249
30.769,0,100.044,0.249
30.869,0,100.044,0.25
30.869,0,100.044,0.25
30.969,0,100.05,0.25
30.969,0,100.05,0.25
31.069,0,100.05,0.251
31.069,0,100.05,0.251
31.169,0,100.05,0.252
31.169,0,100.05,0.252
31.269,0,100.056,0.253
31.269,0,100.056,0.253
31.369,0,100.056,0.254
31.369,0,100.056,0.254
31.469,0,100.056,0.256
31.469,0,100.056,0.256
31.57,0,100.067,0.257
31.57,0,100.067,0.257
31.67,0,100.078,0.258
31.67,0,100.078,0.258
31.77,0,100.083,0.259
31.77,0,100.083,0.259
31.87,0,100.089,0.26
31.87,0,100.089,0.26
31.97,0,100.094,0.26
31.97,0,100.094,0.26
32.07,0,100.1,0.261
32.07,0,100.1,0.261
32.17,0,100.1,0.262
32.17,0,100.1,0.262
32.271,0,100.106,0.263
32.271,0,100.106,0.263
32.371,0,100.106,0.264
32.371,0,100.106,0.264
32.471,0,100.111,0.266
32.471,0,100.111,0.266
32.571,0,100.111,0.267
32.571,0,100.111,0.267
32.671,0,100.111,0.268
32.671,0,100.111,0.268
32.771,0,100.106,0.269
32.771,0,100.106,0.269
32.871,0,100.106,0.27
32.871,0,100.106,0.27
32.971,0,100.1,0.27
32.971,0,100.1,0.27
33.071,0,100.094,0.271
33.071,0,100.094,0.271
33.171,0,100.083,0.272
33.171,0,100.083,0.272
33.271,0,100.072,0.273
33.271,0,100.072,0.273
33.371,0,100.056,0.274
33.371,0,100.056,0.274
33.471,0,100.044,0.276
33.471,0,100.044,0.276
33.571,0,100.033,0.277
33.571,0,100.033,0.277
33.671,0,100.022,0.278
33.671,0,100.022,0.278
33.771,0,100.011,0.279
33.771,0,100.011,0.279
33.871,0,100.006,0.28
33.871,0,100.006,0.28
33.971,0,99.994,0.28
33.971,0,99.994,0.28
34.07,0,99.989,0.281
34.07,0,99.989,0.281
34.17,0,99.983,0.282
34.17,0,99.983,0.282
34.27,0,99.983,0.283
34.27,0,99.983,0.283
34.37,0,99.978,0.284
34.37,0,99.978,0.284
34.47,0,99.972,0.286
34.47,0,99.972,0.286
34.57,0,99.961,0.287
34.57,0,99.961,0.287
34.67,0,99.95,0.288
34.67,0,99.95,0.288
34.77,0,99.939,0.289
34.77,0,99.939,0.289
34.87,0,99.933,0.29
34.87,0,99.933,0.29
34.969,0,99.928,0.29
34.969,0,99.928,0.29
35.069,0,99.928,0.291
35.069,0,99.928,0.291
35.169,0,99.922,0.292
35.169,0,99.922,0.292
35.269,0,99.928,0.293
35.269,0,99.928,0.293
35.369,0,99.928,0.294
35.369,0,99.928,0.294
35.469,0,99.922,0.296
35.469,0,99.922,0.296
35.569,0,99.928,0.297
35.569,0,99.928,0.297
35.669,0,99.928,0.298
35.669,0,99.928,0.298
35.769,0,99.939,0.299
35.769,0,99.939,0.299
35.869,0,99.944,0.3
35.869,0,99.944,0.3
35.969,0,99.956,0.3
35.969,0,99.956,0.3
36.069,0,99.967,0.301
36.069,0,99.967,0.301
36.169,0,99.978,0.302
36.169,0,99.978,0.302
36.269,0,99.989,0.303
36.269,0,99.989,0.303
36.369,0,99.994,0.304
36.369,0,99.994,0.304
36.47,0,100.006,0.306
36.47,0,100.006,0.306
36.57,0,100.011,0.307
36.57,0,100.011,0.307
36.67,0,100.022,0.308
36.67,0,100.022,0.308
36.77,0,100.028,0.309
36.77,0,100.028,0.309
36.87,0,100.033,0.31
36.87,0,100.033,0.31
36.97,0,100.033,0.31
36.97,0,100.033,0.31
37.07,0,100.039,0.311
37.07,0,100.039,0.311
37.17,0,100.044,0.312
37.17,0,100.044,0.312
37.27,0,100.044,0.313
37.27,0,100.044,0.313
37.37,0,100.05,0.314
37.37,0,100.05,0.314
37.47,0,100.056,0.316
37.47,0,100.056,0.316
37.571,0,100.061,0.317
37.571,0,100.061,0.317
37.671,0,100.061,0.318
37.671,0,100.061,0.318
37.771,0,100.061,0.319
37.771,0,100.061,0.319
37.871,0,100.061,0.32
37.871,0,100.061,0.32
37.971,0,100.056,0.32
37.971,0,100.056,0.32
38.071,0,100.05,0.32
38.071,0,100.05,0.32
38.171,0,100.05,0.32
38.171,0,100.05,0.32
38.271,0,100.05,0.32
38.271,0,100.05,0.32
38.371,0,100.056,0.32
38.371,0,100.056,0.32
38.471,0,100.056,0.32
38.471,0,100.056,0.32
38.571,0,100.056,0.32
38.571,0,100.056,0.32
38.671,0,100.056,0.32
38.671,0,100.056,0.32
38.771,0,100.056,0.32
38.771,0,100.056,0.32
38.871,0,100.056,0.33
38.871,0,100.056,0.33
38.971,0,100.061,0.33
38.971,0,100.061,0.33
39.071,0,100.061,0.33
39.071,0,100.061,0.33
39.172,0,100.067,0.33
39.172,0,100.067,0.33
39.272,0,100.061,0.33
39.272,0,100.061,0.33
39.372,0,100.056,0.33
39.372,0,100.056,0.33
39.471,0,100.05,0.33
39.471,0,100.05,0.33
39.571,0,100.044,0.33
39.571,0,100.044,0.33
39.671,0,100.039,0.33
39.671,0,100.039,0.33
39.771,0,100.028,0.33
39.771,0,100.028,0.33
39.871,0,100.022,0.34
39.871,0,100.022,0.34
39.971,0,100.017,0.34
39.971,0,100.017,0.34
40.071,0,100.006,0.34
40.071,0,100.006,0.34
40.171,0,100,0.34
40.171,0,100,0.34
40.271,0,99.989,0.34
40.271,0,99.989,0.34
40.371,0,99.983,0.34
40.371,0,99.983,0.34
40.471,0,99.978,0.34
40.471,0,99.978,0.34
40.571,0,99.972,0.34
40.571,0,99.972,0.34
40.671,0,99.967,0.34
40.671,0,99.967,0.34
40.771,0,99.961,0.34
40.771,0,99.961,0.34
40.871,0,99.961,0.35
40.871,0,99.961,0.35
40.97,0,99.961,0.35
40.97,0,99.961,0.35
41.07,0,99.956,0.35
41.07,0,99.956,0.35
41.17,0,99.95,0.35
41.17,0,99.95,0.35
41.27,0,99.944,0.35
41.27,0,99.944,0.35
41.37,0,99.933,0.35
41.37,0,99.933,0.35
41.47,0,99.933,0.35
41.47,0,99.933,0.35
41.57,0,99.933,0.35
41.57,0,99.933,0.35
41.67,0,99.939,0.35
41.67,0,99.939,0.35
41.77,0,99.939,0.35
41.77,0,99.939,0.35
41.87,0,99.939,0.36
41.87,0,99.939,0.36
41.97,0,99.944,0.36
41.97,0,99.944,0.36
42.07,0,99.944,0.36
42.07,0,99.944,0.36
42.17,0,99.944,0.36
42.17,0,99.944,0.36
42.27,0,99.944,0.36
42.27,0,99.944,0.36
42.37,0,99.95,0.36
42.37,0,99.95,0.36
42.47,0,99.956,0.36
42.47,0,99.956,0.36
42.57,0,99.967,0.36
42.57,0,99.967,0.36
42.67,0,99.978,0.36
42.67,0,99.978,0.36
42.77,0,99.989,0.36
42.77,0,99.989,0.36
42.87,0,99.994,0.37
42.87,0,99.994,0.37
42.97,0,100.006,0.37
42.97,0,100.006,0.37
43.07,0,100.017,0.37
43.07,0,100.017,0.37
43.17,0,100.028,0.37
43.17,0,100.028,0.37
43.27,0,100.033,0.37
43.27,0,100.033,0.37
43.371,0,100.039,0.37
43.371,0,100.039,0.37
43.471,0,100.044,0.37
43.471,0,100.044,0.37
43.571,0,100.05,0.37
43.571,0,100.05,0.37
43.671,0,100.056,0.37
43.671,0,100.056,0.37
43.771,0,100.061,0.37
43.771,0,100.061,0.37
43.871,0,100.067,0.38
43.871,0,100.067,0.38
43.971,0,100.067,0.38
43.971,0,100.067,0.38
44.071,0,100.072,0.38
44.071,0,100.072,0.38
44.171,0,100.072,0.38
44.171,0,100.072,0.38
44.272,0,100.078,0.38
44.272,0,100.078,0.38
44.372,0,100.078,0.38
44.372,0,100.078,0.38
44.472,0,100.067,0.38
44.472,0,100.067,0.38
44.572,0,100.061,0.38
44.572,0,100.061,0.38
44.671,0,100.05,0.38
44.671,0,100.05,0.38
44.771,0,100.039,0.38
44.771,0,100.039,0.38
44.871,0,100.039,0.39
44.871,0,100.039,0.39
44.971,0,100.033,0.39
44.971,0,100.033,0.39
45.071,0,100.033,0.39
45.071,0,100.033,0.39
45.171,0,100.028,0.39
45.171,0,100.028,0.39
45.271,0,100.028,0.39
45.271,0,100.028,0.39
45.371,0,100.028,0.39
45.371,0,100.028,0.39
45.471,0,100.022,0.39
45.471,0,100.022,0.39
45.571,0,100.022,0.39
45.571,0,100.022,0.39
45.671,0,100.022,0.39
45.671,0,100.022,0.39
45.771,0,100.022,0.39
45.771,0,100.022,0.39
45.871,0,100.022,0.4
45.871,0,100.022,0.4
45.971,0,100.017,0.4
45.971,0,100.017,0.4
46.071,0,100.011,0.4
46.071,0,100.011,0.4
46.171,0,100,0.4
46.171,0,100,0.4
46.271,0,99.994,0.4
46.271,0,99.994,0.4
46.371,0,99.989,0.4
46.371,0,99.989,0.4
46.471,0,99.983,0.4
46.471,0,99.983,0.4
46.571,0,99.978,0.4
46.571,0,99.978,0.4
46.671,0,99.972,0.4
46.671,0,99.972,0.4
46.771,0,99.967,0.4
46.771,0,99.967,0.4
46.871,0,99.961,0.41
46.871,0,99.961,0.41
46.971,0,99.956,0.41
46.971,0,99.956,0.41
47.071,0,99.95,0.41
47.071,0,99.95,0.41
47.17,0,99.944,0.41
47.17,0,99.944,0.41
47.27,0,99.944,0.41
47.27,0,99.944,0.41
47.37,0,99.95,0.41
47.37,0,99.95,0.41
47.47,0,99.95,0.41
47.47,0,99.95,0.41
47.57,0,99.961,0.41
47.57,0,99.961,0.41
47.67,0,99.961,0.41
47.67,0,99.961,0.41
47.77,0,99.967,0.41
47.77,0,99.967,0.41
47.87,0,99.972,0.42
47.87,0,99.972,0.42
47.97,0,99.967,0.42
47.97,0,99.967,0.42
48.07,0,99.972,0.42
48.07,0,99.972,0.42
48.17,0,99.972,0.42
48.17,0,99.972,0.42
48.27,0,99.972,0.42
48.27,0,99.972,0.42
48.37,0,99.978,0.42
48.37,0,99.978,0.42
48.47,0,99.978,0.42
48.47,0,99.978,0.42
48.57,0,99.983,0.42
48.57,0,99.983,0.42
48.67,0,99.983,0.42
48.67,0,99.983,0.42
48.77,0,99.983,0.42
48.77,0,99.983,0.42
48.87,0,99.989,0.43
48.87,0,99.989,0.43
48.97,0,99.989,0.43
48.97,0,99.989,0.43
49.07,0,99.994,0.43
49.07,0,99.994,0.43
49.17,0,100,0.43
49.17,0,100,0.43
49.27,0,100,0.43
49.27,0,100,0.43
49.371,0,100.006,0.43
49.371,0,100.006,0.43
49.471,0,100.011,0.43
49.471,0,100.011,0.43
49.571,0,100.011,0.43
49.571,0,100.011,0.43
49.671,0,100.011,0.43
49.671,0,100.011,0.43
49.771,0,100.011,0.43
49.771,0,100.011,0.43
49.871,0,100.011,0.44
49.871,0,100.011,0.44
49.971,0,100.017,0.44
49.971,0,100.017,0.44
50.071,0,100.011,0.44
50.071,0,100.011,0.44
50.171,0,100.017,0.44
50.171,0,100.017,0.44
50.271,0,100.022,0.44
50.271,0,100.022,0.44
50.371,0,100.022,0.44
50.371,0,100.022,0.44
50.471,0,100.028,0.44
50.471,0,100.028,0.44
50.571,0,100.028,0.44
50.571,0,100.028,0.44
50.671,0,100.028,0.44
50.671,0,100.028,0.44
50.771,0,100.028,0.44
50.771,0,100.028,0.44
50.871,0,100.028,0.45
50.871,0,100.028,0.45
50.971,0,100.028,0.45
50.971,0,100.028,0.45
51.071,0,100.022,0.45
51.071,0,100.022,0.45
51.171,0,100.017,0.45
51.171,0,100.017,0.45
51.271,0,100.011,0.45
51.271,0,100.011,0.45
51.371,0,100.006,0.45
51.371,0,100.006,0.45
51.471,0,100.006,0.45
51.471,0,100.006,0.45
51.571,0,100.006,0.45
51.571,0,100.006,0.45
51.671,0,100.006,0.45
51.671,0,100.006,0.45
51.771,0,100.006,0.45
51.771,0,100.006,0.45
51.871,0,100.006,0.46
51.871,0,100.006,0.46
51.971,0,100.006,0.46
51.971,0,100.006,0.46
52.071,0,100.006,0.46
52.071,0,100.006,0.46
52.171,0,100,0.46
52.171,0,100,0.46
52.271,0,100.006,0.46
52.271,0,100.006,0.46
52.371,0,100.006,0.46
52.371,0,100.006,0.46
52.471,0,100.006,0.46
52.471,0,100.006,0.46
52.571,0,100.006,0.46
52.571,0,100.006,0.46
52.671,0,100.006,0.46
52.671,0,100.006,0.46
52.771,0,100.006,0.46
52.771,0,100.006,0.46
52.871,0,100.006,0.47
52.871,0,100.006,0.47
52.971,0,100.006,0.47
52.971,0,100.006,0.47
53.071,0,100.006,0.47
53.071,0,100.006,0.47
53.171,0,100,0.47
53.171,0,100,0.47
53.271,0,100,0.47
53.271,0,100,0.47
53.371,0,99.994,0.47
53.371,0,99.994,0.47
53.471,0,99.989,0.47
53.471,0,99.989,0.47
53.571,0,99.983,0.47
53.571,0,99.983,0.47
53.671,0,99.978,0.47
53.671,0,99.978,0.47
53.771,0,99.972,0.47
53.771,0,99.972,0.47
53.87,0,99.972,0.48
53.87,0,99.972,0.48
53.97,0,99.972,0.48
53.97,0,99.972,0.48
54.07,0,99.972,0.48
54.07,0,99.972,0.48
54.17,0,99.978,0.48
54.17,0,99.978,0.48
54.271,0,99.983,0.48
54.271,0,99.983,0.48
54.371,0,99.983,0.48
54.371,0,99.983,0.48
54.471,0,99.989,0.48
54.471,0,99.989,0.48
54.571,0,99.989,0.48
54.571,0,99.989,0.48
54.671,0,99.989,0.48
54.671,0,99.989,0.48
54.771,0,99.989,0.48
54.771,0,99.989,0.48
54.871,0,99.989,0.49
54.871,0,99.989,0.49
54.971,0,99.994,0.49
54.971,0,99.994,0.49
55.071,0,99.994,0.49
55.071,0,99.994,0.49
55.171,0,100,0.49
55.171,0,100,0.49
55.271,0,100.006,0.49
55.271,0,100.006,0.49
55.371,0,100.011,0.49
55.371,0,100.011,0.49
55.471,0,100.011,0.49
55.471,0,100.011,0.49
55.571,0,100.017,0.49
55.571,0,100.017,0.49
55.671,0,100.017,0.49
55.671,0,100.017,0.49
55.771,0,100.022,0.49
55.771,0,100.022,0.49
55.871,0,100.022,0.5
55.871,0,100.022,0.5
55.971,0,100.022,0.5
55.971,0,100.022,0.5
56.071,0,100.017,0.5
56.071,0,100.017,0.5
56.171,0,100.011,0.5
56.171,0,100.011,0.5
56.271,0,100.011,0.5
56.271,0,100.011,0.5
56.371,0,100.011,0.5
56.371,0,100.011,0.5
56.471,0,100.006,0.5
56.471,0,100.006,0.5
56.571,0,100.006,0.5
56.571,0,100.006,0.5
56.671,0,100.006,0.5
56.671,0,100.006,0.5
56.771,0,100,0.5
56.771,0,100,0.5
56.871,0,100,0.51
56.871,0,100,0.51
56.971,0,100,0.51
56.971,0,100,0.51
57.071,0,100,0.51
57.071,0,100,0.51
57.171,0,100,0.51
57.171,0,100,0.51
57.271,0,100,0.51
57.271,0,100,0.51
57.371,0,100,0.51
57.371,0,100,0.51
57.471,0,99.994,0.51
57.471,0,99.994,0.51
57.571,0,99.994,0.51
57.571,0,99.994,0.51
57.671,0,99.989,0.51
57.671,0,99.989,0.51
57.771,0,99.983,0.51
57.771,0,99.983,0.51
57.871,0,99.983,0.52
57.871,0,99.983,0.52
57.97,0,99.978,0.52
57.97,0,99.978,0.52
58.07,0,99.972,0.52
58.07,0,99.972,0.52
58.17,0,99.978,0.52
58.17,0,99.978,0.52
58.27,0,99.978,0.52
58.27,0,99.978,0.52
58.37,0,99.978,0.52
58.37,0,99.978,0.52
58.47,0,99.983,0.52
58.47,0,99.983,0.52
58.57,0,99.989,0.52
58.57,0,99.989,0.52
58.671,0,99.994,0.52
58.671,0,99.994,0.52
58.771,0,99.994,0.52
58.771,0,99.994,0.52
58.871,0,100,0.53
58.871,0,100,0.53
58.971,0,100.006,0.53
58.971,0,100.006,0.53
59.071,0,100.011,0.53
59.071,0,100.011,0.53
59.171,0,100.022,0.53
59.171,0,100.022,0.53
59.271,0,100.028,0.53
59.271,0,100.028,0.53
59.371,0,100.033,0.53
59.371,0,100.033,0.53
59.471,0,100.039,0.53
59.471,0,100.039,0.53
59.571,0,100.039,0.53
59.571,0,100.039,0.53
59.671,0,100.039,0.53
59.671,0,100.039,0.53
59.771,0,100.039,0.53
59.771,0,100.039,0.53
59.871,0,100.033,0.54
59.871,0,100.033,0.54
59.971,0,100.033,0.54
59.971,0,100.033,0.54
60.071,0,100.028,0.54
60.071,0,100.028,0.54
60.171,0,100.022,0.54
60.171,0,100.022,0.54
60.271,0,100.017,0.54
60.271,0,100.017,0.54
60.371,0,100.017,0.54
60.371,0,100.017,0.54
60.471,0,100.011,0.54
60.471,0,100.011,0.54
60.571,0,100.006,0.54
60.571,0,100.006,0.54
60.671,0,100.006,0.54
60.671,0,100.006,0.54
60.771,0,100,0.54
60.771,0,100,0.54
60.871,0,100,0.55
60.871,0,100,0.55
60.971,0,99.994,0.55
60.971,0,99.994,0.55
61.071,0,99.989,0.55
61.071,0,99.989,0.55
61.171,0,99.989,0.55
61.171,0,99.989,0.55
61.271,0,99.983,0.55
61.271,0,99.983,0.55
61.371,0,99.978,0.55
61.371,0,99.978,0.55
61.471,0,99.978,0.55
61.471,0,99.978,0.55
61.571,0,99.978,0.55
61.571,0,99.978,0.55
61.671,0,99.983,0.55
61.671,0,99.983,0.55
61.771,0,99.983,0.55
61.771,0,99.983,0.55
61.871,0,99.983,0.56
61.871,0,99.983,0.56
61.971,0,99.983,0.56
61.971,0,99.983,0.56
62.071,0,99.983,0.56
62.071,0,99.983,0.56
62.171,0,99.983,0.56
62.171,0,99.983,0.56
62.271,0,99.983,0.56
62.271,0,99.983,0.56
62.371,0,99.983,0.56
62.371,0,99.983,0.56
62.471,0,99.983,0.56
62.471,0,99.983,0.56
62.571,0,99.978,0.56
62.571,0,99.978,0.56
62.67,0,99.978,0.56
62.67,0,99.978,0.56
62.77,0,99.983,0.56
62.77,0,99.983,0.56
62.87,0,99.983,0.57
62.87,0,99.983,0.57
62.97,0,99.983,0.57
62.97,0,99.983,0.57
63.07,0,99.989,0.57
63.07,0,99.989,0.57
63.17,0,99.989,0.57
63.17,0,99.989,0.57
63.271,0,99.989,0.57
63.271,0,99.989,0.57
63.371,0,99.989,0.57
63.371,0,99.989,0.57
63.47,0,99.989,0.57
63.47,0,99.989,0.57
63.571,0,99.994,0.57
63.571,0,99.994,0.57
63.671,0,99.994,0.57
63.671,0,99.994,0.57
63.77,0,99.994,0.57
63.77,0,99.994,0.57
63.87,0,99.994,0.58
63.87,0,99.994,0.58
63.971,0,99.994,0.58
63.971,0,99.994,0.58
64.071,0,99.994,0.58
64.071,0,99.994,0.58
64.171,0,100,0.58
64.171,0,100,0.58
64.271,0,100.006,0.58
64.271,0,100.006,0.58
64.371,0,100.006,0.58
64.371,0,100.006,0.58
64.471,0,100.006,0.58
64.471,0,100.006,0.58
64.571,0,100.006,0.58
64.571,0,100.006,0.58
64.671,0,100.006,0.58
64.671,0,100.006,0.58
64.771,0,100.006,0.58
64.771,0,100.006,0.58
64.871,0,100.006,0.59
64.871,0,100.006,0.59
64.971,0,100.006,0.59
64.971,0,100.006,0.59
65.071,0,100.006,0.59
65.071,0,100.006,0.59
65.171,0,100.011,0.59
65.171,0,100.011,0.59
65.271,0,100.017,0.59
65.271,0,100.017,0.59
65.371,0,100.017,0.59
65.371,0,100.017,0.59
65.471,0,100.022,0.59
65.471,0,100.022,0.59
65.571,0,100.028,0.59
65.571,0,100.028,0.59
65.671,0,100.033,0.59
65.671,0,100.033,0.59
65.771,0,100.039,0.59
65.771,0,100.039,0.59
65.871,0,100.044,0.6
65.871,0,100.044,0.6
65.971,0,100.05,0.6
65.971,0,100.05,0.6
66.071,0,100.05,0.6
66.071,0,100.05,0.6
66.172,0,100.056,0.6
66.172,0,100.056,0.6
66.272,0,100.056,0.6
66.272,0,100.056,0.6
66.372,0,100.056,0.6
66.372,0,100.056,0.6
66.472,0,100.056,0.6
66.472,0,100.056,0.6
66.572,0,100.05,0.6
66.572,0,100.05,0.6
66.672,0,100.05,0.6
66.672,0,100.05,0.6
66.772,0,100.05,0.6
66.772,0,100.05,0.6
66.872,0,100.044,0.61
66.872,0,100.044,0.61
66.972,0,100.039,0.61
66.972,0,100.039,0.61
67.072,0,100.033,0.61
67.072,0,100.033,0.61
67.172,0,100.028,0.61
67.172,0,100.028,0.61
67.272,0,100.022,0.61
67.272,0,100.022,0.61
67.371,0,100.011,0.61
67.371,0,100.011,0.61
67.471,0,100,0.61
67.471,0,100,0.61
67.571,0,99.994,0.61
67.571,0,99.994,0.61
67.671,0,99.989,0.61
67.671,0,99.989,0.61
67.771,0,99.978,0.61
67.771,0,99.978,0.61
67.871,0,99.967,0.62
67.871,0,99.967,0.62
67.971,0,99.961,0.62
